Set_ID,sim,Time,end_gen,ngen1,ngen2,Ne,n_ind,n_ind_exp,n_cages,sequence_length,r_msp,r,r_expt,mu_msp,mu,mu_expt,shape,scale,mut_ratio,flip_sel_coef,Ve_w,Ve_w_expt,va_true,va_left,time_stamp_va_left
Set_N1a_bigbird_2025-02-09_01-44-48.68145_1.73454545454545e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 02:35:36.197118,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.73454545454545e-07,1.73454545454545e-06,0,0.3,0.045,0,0,1,1,0.0490953480509968,0.0417564148455667,ac3-n6_2025-03-13_23-30-38.47659
Set_N1a_bigbird_2025-02-09_01-50-48.641075_1.83272727272727e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 02:50:45.113788,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.83272727272727e-07,1.83272727272727e-06,0,0.3,0.045,0,0,1,1,0.0486012089173717,0.0411966042330899,ac3-n6_2025-03-13_23-39-23.569637
Set_N1a_bigbird_2025-02-09_02-13-48.633609_1.96363636363636e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 03:16:39.88525,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.96363636363636e-07,1.96363636363636e-06,0,0.3,0.045,0,0,1,1,0.0541527286919295,0.0456422299595442,ac3-n6_2025-03-13_23-47-37.034477
Set_N1a_bigbird_2025-02-09_02-36-03.6127_2.09454545454545e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 03:32:38.419408,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.09454545454545e-07,2.09454545454545e-06,0,0.3,0.045,0,0,1,1,0.0562523251311648,0.0466551613872744,ac3-n6_2025-03-13_23-48-34.099602
Set_N1a_bigbird_2025-02-09_02-42-48.628626_2.19272727272727e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 03:43:09.648002,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.19272727272727e-07,2.19272727272727e-06,0,0.3,0.045,0,0,1,1,0.0594463996704589,0.0490761128065696,ac3-n6_2025-03-13_23-49-01.716455
Set_N1a_bigbird_2025-02-09_02-53-18.601041_2.25818181818182e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 03:59:09.090215,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.25818181818182e-07,2.25818181818182e-06,0,0.3,0.045,0,0,1,1,0.0629615487702748,0.051837678399352,ac3-n6_2025-03-13_23-51-37.144077
Set_N1a_bigbird_2025-02-09_03-19-03.63834_2.42181818181818e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 04:25:34.196354,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.42181818181818e-07,2.42181818181818e-06,0,0.3,0.045,0,0,1,1,0.0686570900635811,0.0589904379716464,ac3-n6_2025-03-13_23-51-34.289766
Set_N1a_bigbird_2025-02-09_03-34-48.642975_2.48727272727273e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 04:45:09.21329,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.48727272727273e-07,2.48727272727273e-06,0,0.3,0.045,0,0,1,1,0.0696330420091174,0.0589676263410864,ac3-n6_2025-03-14_00-03-22.32579
Set_N1a_bigbird_2025-02-09_03-45-33.616597_2.58545454545455e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 05:01:51.635597,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.58545454545455e-07,2.58545454545455e-06,0,0.3,0.045,0,0,1,1,0.080120904842185,0.0672657301755883,ac3-n6_2025-03-14_00-06-11.693716
Set_N1a_bigbird_2025-02-09_04-01-18.638342_2.68363636363636e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 05:14:10.39316,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.68363636363636e-07,2.68363636363636e-06,0,0.3,0.045,0,0,1,1,0.0741112348189905,0.0631127768517622,ac3-n6_2025-03-14_00-10-55.389018
Set_N1a_bigbird_2025-02-09_04-27-50.612978_2.81454545454545e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 05:37:03.633466,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.81454545454545e-07,2.81454545454545e-06,0,0.3,0.045,0,0,1,1,0.0840194903646704,0.0714260306152846,ac3-n6_2025-03-14_00-11-15.493008
Set_N1a_bigbird_2025-02-09_04-47-05.641625_2.91272727272727e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 06:00:05.369801,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.91272727272727e-07,2.91272727272727e-06,0,0.3,0.045,0,0,1,1,0.0778208757126816,0.0662909964346593,ac3-n6_2025-03-14_00-12-38.846859
Set_N1a_bigbird_2025-02-09_05-04-05.649398_3.01090909090909e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 06:29:31.468615,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.01090909090909e-07,3.01090909090909e-06,0,0.3,0.045,0,0,1,1,0.0872833427656147,0.0755314909666125,ac3-n6_2025-03-14_00-13-19.080887
Set_N1a_bigbird_2025-02-09_05-16-05.600636_3.07636363636364e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 06:27:59.421293,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.07636363636364e-07,3.07636363636364e-06,0,0.3,0.045,0,0,1,1,0.0851983390961684,0.0708003098181977,ac3-n6_2025-03-14_00-17-53.686069
Set_N1a_bigbird_2025-02-09_05-39-05.581758_3.20727272727273e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 07:08:25.340097,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.20727272727273e-07,3.20727272727273e-06,0,0.3,0.045,0,0,1,1,0.0821313249058736,0.0680896447385568,ac3-n6_2025-03-14_00-21-20.667387
Set_N1a_bigbird_2025-02-09_06-01-50.633921_3.30545454545455e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 07:34:49.425359,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.30545454545455e-07,3.30545454545455e-06,0,0.3,0.045,0,0,1,1,0.0925287252605387,0.0777753971235801,ac3-n6_2025-03-14_00-20-28.545516
Set_N1a_bigbird_2025-02-09_06-29-50.600234_3.43636363636364e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 07:48:55.649619,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.43636363636364e-07,3.43636363636364e-06,0,0.3,0.045,0,0,1,1,0.105904866637646,0.0881933676396292,ac3-n6_2025-03-14_00-28-54.742059
Set_N1a_bigbird_2025-02-09_06-38-35.598218_3.53454545454545e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 08:11:01.89155,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.53454545454545e-07,3.53454545454545e-06,0,0.3,0.045,0,0,1,1,0.098871323211499,0.0832260780850875,ac3-n6_2025-03-14_00-37-17.311789
Set_N1a_bigfoot_2025-02-08_23-43-19.881119_4.25454545454545e-08_0.5_2_1000_10_4_0_0,1,2025-02-09 00:09:43.327454,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,4.25454545454545e-08,4.25454545454545e-07,0,0.3,0.045,0,0,1,1,0.0110155738264879,0.00910016107657644,ac3-n6_2025-03-14_00-43-51.040775
Set_N1a_bigfoot_2025-02-08_23-43-19.881322_6.54545454545455e-08_0.5_2_1000_10_4_0_0,1,2025-02-09 00:13:58.388806,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,6.54545454545455e-08,6.54545454545455e-07,0,0.3,0.045,0,0,1,1,0.0183492249753078,0.0152499637218822,ac3-n6_2025-03-14_00-41-44.975733
Set_N1a_bigfoot_2025-02-08_23-43-19.882272_5.23636363636364e-08_0.5_2_1000_10_4_0_0,1,2025-02-09 00:10:17.846829,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,5.23636363636364e-08,5.23636363636364e-07,0,0.3,0.045,0,0,1,1,0.0149465319711786,0.0126294010254868,ac3-n6_2025-03-14_00-45-25.006181
Set_N1a_bigfoot_2025-02-09_00-16-03.56945_8.83636363636364e-08_0.5_2_1000_10_4_0_0,1,2025-02-09 00:48:38.797161,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,8.83636363636364e-08,8.83636363636364e-07,0,0.3,0.045,0,0,1,1,0.0258073393255748,0.0219811053817993,ac3-n6_2025-03-14_00-44-09.617828
Set_N1a_bigfoot_2025-02-09_00-19-03.553017_1.04727272727273e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 00:57:35.125888,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.04727272727273e-07,1.04727272727273e-06,0,0.3,0.045,0,0,1,1,0.0295372227676455,0.0247506208076531,ac3-n6_2025-03-14_00-55-02.49129
Set_N1a_bigfoot_2025-02-09_00-33-48.546897_1.14545454545455e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 01:13:28.003428,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.14545454545455e-07,1.14545454545455e-06,0,0.3,0.045,0,0,1,1,0.0322806533498752,0.0278650309592588,ac3-n6_2025-03-14_00-56-43.535957
Set_N1a_bigfoot_2025-02-09_00-52-48.584827_1.27636363636364e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 01:36:53.226722,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.27636363636364e-07,1.27636363636364e-06,0,0.3,0.045,0,0,1,1,0.0374873303806664,0.0312405744176457,ac3-n6_2025-03-14_01-02-17.681111
Set_N1a_bigfoot_2025-02-09_01-01-18.594568_1.44e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 01:47:03.971697,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.44e-07,1.44e-06,0,0.3,0.045,0,0,1,1,0.0417100060367704,0.0354517761702714,ac3-n6_2025-03-14_01-02-18.577487
Set_N1a_bigfoot_2025-02-09_01-17-33.570271_1.53818181818182e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 02:06:44.5196,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.53818181818182e-07,1.53818181818182e-06,0,0.3,0.045,0,0,1,1,0.0400647551720172,0.0330739125836572,ac3-n6_2025-03-14_01-03-33.348877
Set_N1a_bigfoot_2025-02-09_01-43-03.563468_1.70181818181818e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 02:33:35.685475,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.70181818181818e-07,1.70181818181818e-06,0,0.3,0.045,0,0,1,1,0.0493269037173816,0.0425132332125397,ac3-n6_2025-03-14_01-04-30.240739
Set_N1a_bigfoot_2025-02-09_01-50-18.593404_1.8e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 02:40:36.29375,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.8e-07,1.8e-06,0,0.3,0.045,0,0,1,1,0.0494100032684553,0.0412788276808125,ac3-n6_2025-03-14_01-08-10.543055
Set_N1a_bigfoot_2025-02-09_02-09-48.559444_1.93090909090909e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 03:04:36.735955,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.93090909090909e-07,1.93090909090909e-06,0,0.3,0.045,0,0,1,1,0.0532363606909956,0.0453777917336082,ac3-n6_2025-03-14_01-11-20.228086
Set_N1a_bigfoot_2025-02-09_02-38-03.558205_2.12727272727273e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 03:40:29.62497,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.12727272727273e-07,2.12727272727273e-06,0,0.3,0.045,0,0,1,1,0.0585864938403565,0.0488410716144578,ac3-n6_2025-03-14_01-12-16.566438
Set_N1a_bigfoot_2025-02-09_02-55-33.56351_2.29090909090909e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 03:58:14.147682,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.29090909090909e-07,2.29090909090909e-06,0,0.3,0.045,0,0,1,1,0.0618608597744281,0.0527825086317348,ac3-n6_2025-03-14_01-18-18.225946
Set_N1a_bigfoot_2025-02-09_03-07-18.584889_2.35636363636364e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 04:11:28.112753,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.35636363636364e-07,2.35636363636364e-06,0,0.3,0.045,0,0,1,1,0.0644583427904754,0.0539542620018183,ac3-n6_2025-03-14_01-27-20.1258
Set_N1a_bigfoot_2025-02-09_03-42-48.585547_2.55272727272727e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 04:48:29.88608,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.55272727272727e-07,2.55272727272727e-06,0,0.3,0.045,0,0,1,1,0.0649079981178682,0.0552927368633106,ac3-n6_2025-03-14_01-29-58.801312
Set_N1a_bigfoot_2025-02-09_04-04-03.559718_2.71636363636364e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 05:17:30.126754,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.71636363636364e-07,2.71636363636364e-06,0,0.3,0.045,0,0,1,1,0.0811869981479448,0.0676813594271464,ac3-n6_2025-03-14_01-33-27.02632
Set_N1a_bigfoot_2025-02-09_04-50-20.580041_2.94545454545455e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 06:02:22.909855,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.94545454545455e-07,2.94545454545455e-06,0,0.3,0.045,0,0,1,1,0.0781661953700426,0.0650849872531126,ac3-n6_2025-03-14_01-32-59.926106
Set_N1a_bigfoot_2025-02-09_05-19-35.583117_3.14181818181818e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 06:36:41.40897,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.14181818181818e-07,3.14181818181818e-06,0,0.3,0.045,0,0,1,1,0.0817861825841751,0.0688482407576888,ac3-n6_2025-03-14_01-34-46.825367
Set_N1a_bigfoot_2025-02-09_06-04-05.594256_3.33818181818182e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 07:22:14.269087,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.33818181818182e-07,3.33818181818182e-06,0,0.3,0.045,0,0,1,1,0.0861831358672708,0.0731008222216817,ac3-n6_2025-03-14_01-43-57.464614
Set_N1a_bigfoot_2025-02-09_06-12-35.565398_3.40363636363636e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 07:35:26.605849,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.40363636363636e-07,3.40363636363636e-06,0,0.3,0.045,0,0,1,1,0.0982147944078665,0.0833925997232734,ac3-n6_2025-03-14_01-45-31.046229
Set_N1a_bigfoot_2025-02-09_06-31-35.583278_3.50181818181818e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 07:52:32.921957,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.50181818181818e-07,3.50181818181818e-06,0,0.3,0.045,0,0,1,1,0.0998243575068215,0.0837978364916181,ac3-n6_2025-03-14_01-51-48.377306
Set_N1a_biggar_2025-02-08_23-43-19.034533_4.90909090909091e-08_0.5_2_1000_10_4_0_0,1,2025-02-08 23:55:54.852012,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,4.90909090909091e-08,4.90909090909091e-07,0,0.3,0.045,0,0,1,1,0.0134471801917342,0.0114175775396931,ac3-n6_2025-03-14_01-55-16.379519
Set_N1a_biggar_2025-02-08_23-43-19.034541_3.92727272727273e-08_0.5_2_1000_10_4_0_0,1,2025-02-08 23:54:34.048383,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.92727272727273e-08,3.92727272727273e-07,0,0.3,0.045,0,0,1,1,0.0127132492863924,0.0105958134463279,ac3-n6_2025-03-14_01-57-34.770475
Set_N1a_biggar_2025-02-08_23-43-19.034601_5.89090909090909e-08_0.5_2_1000_10_4_0_0,1,2025-02-08 23:57:22.727421,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,5.89090909090909e-08,5.89090909090909e-07,0,0.3,0.045,0,0,1,1,0.0170442960400195,0.0144142072882717,ac3-n6_2025-03-14_01-58-19.468175
Set_N1a_biggar_2025-02-08_23-58-48.599408_7.2e-08_0.5_2_1000_10_4_0_0,1,2025-02-09 00:12:39.718247,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,7.2e-08,7.2e-07,0,0.3,0.045,0,0,1,1,0.0206041652678104,0.0172067212685758,ac3-n6_2025-03-14_02-00-30.520786
Set_N1a_biggar_2025-02-09_00-00-18.602027_7.52727272727273e-08_0.5_2_1000_10_4_0_0,1,2025-02-09 00:14:25.099596,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,7.52727272727273e-08,7.52727272727273e-07,0,0.3,0.045,0,0,1,1,0.0214685476208554,0.0184691249091677,ac3-n6_2025-03-14_02-03-36.956941
Set_N1a_biggar_2025-02-09_00-13-03.594396_7.85454545454545e-08_0.5_2_1000_10_4_0_0,1,2025-02-09 00:29:48.148351,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,7.85454545454545e-08,7.85454545454545e-07,0,0.3,0.045,0,0,1,1,0.0229220833832841,0.0192201246983481,ac3-n6_2025-03-14_02-05-49.982891
Set_N1a_biggar_2025-02-09_00-15-48.622311_8.50909090909091e-08_0.5_2_1000_10_4_0_0,1,2025-02-09 00:31:10.186444,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,8.50909090909091e-08,8.50909090909091e-07,0,0.3,0.045,0,0,1,1,0.0255146424863444,0.0213224065469837,ac3-n6_2025-03-14_02-10-38.759557
Set_N1a_biggar_2025-02-09_00-16-48.600687_9.49090909090909e-08_0.5_2_1000_10_4_0_0,1,2025-02-09 00:34:10.861356,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,9.49090909090909e-08,9.49090909090909e-07,0,0.3,0.045,0,0,1,1,0.0263863501157191,0.0224693191100646,ac3-n6_2025-03-14_02-17-26.665161
Set_N1a_biggar_2025-02-09_00-32-03.865932_1.08e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 00:52:16.010015,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.08e-07,1.08e-06,0,0.3,0.045,0,0,1,1,0.03049415057369,0.0261286765983108,ac3-n6_2025-03-14_02-20-36.488409
Set_N1a_biggar_2025-02-09_00-36-03.636746_1.17818181818182e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 00:56:27.228174,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.17818181818182e-07,1.17818181818182e-06,0,0.3,0.045,0,0,1,1,0.031675188159022,0.0268331206414566,ac3-n6_2025-03-14_02-23-10.906996
Set_N1a_biggar_2025-02-09_00-52-33.700688_1.21090909090909e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 01:15:43.686126,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.21090909090909e-07,1.21090909090909e-06,0,0.3,0.045,0,0,1,1,0.0315237390659533,0.0266230269250838,ac3-n6_2025-03-14_02-25-12.02799
Set_N1a_biggar_2025-02-09_00-54-18.708129_1.30909090909091e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 01:19:18.929274,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.30909090909091e-07,1.30909090909091e-06,0,0.3,0.045,0,0,1,1,0.0362125885531027,0.0300856699715871,ac3-n6_2025-03-14_02-25-33.197062
Set_N1a_biggar_2025-02-09_00-58-18.644752_1.37454545454545e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 01:23:23.298167,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.37454545454545e-07,1.37454545454545e-06,0,0.3,0.045,0,0,1,1,0.0378298009976674,0.0311108447209675,ac3-n6_2025-03-14_02-35-04.490632
Set_N1a_biggar_2025-02-09_01-16-33.624279_1.47272727272727e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 01:43:02.236685,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.47272727272727e-07,1.47272727272727e-06,0,0.3,0.045,0,0,1,1,0.039030779461006,0.0330538825101434,ac3-n6_2025-03-14_02-35-27.178627
Set_N1a_biggar_2025-02-09_01-21-03.627674_1.57090909090909e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 01:48:23.898311,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.57090909090909e-07,1.57090909090909e-06,0,0.3,0.045,0,0,1,1,0.0445187660261478,0.0376778691125401,ac3-n6_2025-03-14_02-41-55.14771
Set_N1a_biggar_2025-02-09_01-25-03.635082_1.60363636363636e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 01:50:21.45471,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.60363636363636e-07,1.60363636363636e-06,0,0.3,0.045,0,0,1,1,0.0423575860425169,0.0359627468978775,ac3-n6_2025-03-14_02-46-06.962947
Set_N1a_biggar_2025-02-09_01-40-18.672464_1.63636363636364e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 02:08:18.839951,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.63636363636364e-07,1.63636363636364e-06,0,0.3,0.045,0,0,1,1,0.042458000445155,0.0363277704481432,ac3-n6_2025-03-14_02-47-41.242254
Set_N1a_biggar_2025-02-09_01-49-48.670811_1.76727272727273e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 02:17:16.175251,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.76727272727273e-07,1.76727272727273e-06,0,0.3,0.045,0,0,1,1,0.0518775396621035,0.0431626472918113,ac3-n6_2025-03-14_02-49-42.539019
Set_N1a_biggar_2025-02-09_01-52-03.657372_1.86545454545455e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 02:20:50.141264,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.86545454545455e-07,1.86545454545455e-06,0,0.3,0.045,0,0,1,1,0.0500278173951084,0.0421964143042422,ac3-n6_2025-03-14_02-50-58.279378
Set_N1a_biggar_2025-02-09_02-09-18.633482_1.89818181818182e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 02:39:12.237624,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.89818181818182e-07,1.89818181818182e-06,0,0.3,0.045,0,0,1,1,0.0520366920675415,0.0431758453807688,ac3-n6_2025-03-14_02-53-56.019089
Set_N1a_biggar_2025-02-09_02-18-48.634689_1.99636363636364e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 02:50:20.638137,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.99636363636364e-07,1.99636363636364e-06,0,0.3,0.045,0,0,1,1,0.0584434584089521,0.0501802495786893,ac3-n6_2025-03-14_02-56-25.43224
Set_N1a_biggar_2025-02-09_02-22-18.628819_2.02909090909091e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 02:54:06.689039,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.02909090909091e-07,2.02909090909091e-06,0,0.3,0.045,0,0,1,1,0.0586165417967271,0.0493354902668282,ac3-n6_2025-03-14_03-00-40.609985
Set_N1a_biggar_2025-02-09_02-32-18.661679_2.06181818181818e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 03:06:04.436424,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.06181818181818e-07,2.06181818181818e-06,0,0.3,0.045,0,0,1,1,0.0550150247285306,0.0453341169751998,ac3-n6_2025-03-14_03-07-13.67481
Set_N1a_biggar_2025-02-09_02-40-33.610447_2.16e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 03:15:38.180377,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.16e-07,2.16e-06,0,0.3,0.045,0,0,1,1,0.0609380793498199,0.0516597231217048,ac3-n6_2025-03-14_03-10-57.12748
Set_N1a_biggar_2025-02-09_02-51-48.634516_2.22545454545455e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 03:26:41.367482,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.22545454545455e-07,2.22545454545455e-06,0,0.3,0.045,0,0,1,1,0.0593914776166264,0.050575263314948,ac3-n6_2025-03-14_03-12-28.928167
Set_N1a_biggar_2025-02-09_03-07-03.742635_2.32363636363636e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 03:41:36.664936,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.32363636363636e-07,2.32363636363636e-06,0,0.3,0.045,0,0,1,1,0.0654490490876604,0.0551422106246341,ac3-n6_2025-03-14_03-15-47.69999
Set_N1a_biggar_2025-02-09_03-16-48.648788_2.38909090909091e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 03:51:54.8287,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.38909090909091e-07,2.38909090909091e-06,0,0.3,0.045,0,0,1,1,0.0693559472623235,0.0597089437560426,ac3-n6_2025-03-14_03-16-07.49987
Set_N1a_biggar_2025-02-09_03-28-03.63953_2.45454545454545e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 04:02:49.961494,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.45454545454545e-07,2.45454545454545e-06,0,0.3,0.045,0,0,1,1,0.0791980027929596,0.0673903856888966,ac3-n6_2025-03-14_03-25-19.442507
Set_N1a_biggar_2025-02-09_03-42-48.637646_2.52e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 04:21:15.120245,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.52e-07,2.52e-06,0,0.3,0.045,0,0,1,1,0.0708455951831796,0.0601246461591683,ac3-n6_2025-03-14_03-24-48.92322
Set_N1a_biggar_2025-02-09_03-53-18.650686_2.61818181818182e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 04:31:54.038143,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.61818181818182e-07,2.61818181818182e-06,0,0.3,0.045,0,0,1,1,0.0638941387037522,0.0537240507597762,ac3-n6_2025-03-14_03-31-46.5838
Set_N1a_biggar_2025-02-09_04-00-33.643871_2.65090909090909e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 04:39:43.827431,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.65090909090909e-07,2.65090909090909e-06,0,0.3,0.045,0,0,1,1,0.0705244039128771,0.0592837464522444,ac3-n6_2025-03-14_03-35-59.204637
