"","Generation","Va","Q1","Q2","Q3"
"80",180000,8.62664853752986e-07,4.3812808882852e-06,6.25003201879135e-05,-0.00130007047289578
"81",181000,1.53546430202367e-06,1.45271382548499e-05,0.00018563457884869,0.00821519185745826
"82",182000,2.37541719868151e-06,1.09664241007078e-05,-0.000965408904429463,-0.00276611819469705
"83",183000,1.76025343090251e-05,0.00030922516008708,0.0897734548652593,-0.0108535590433528
"84",184000,2.79497176807331e-06,5.08353581169584e-05,0.00185543610006912,-0.00232720017941355
"85",185000,4.17082615880299e-07,3.70166618451067e-07,-9.44588477531705e-06,-0.000527627691238981
"86",186000,3.38056998164885e-06,4.0483332362896e-06,0.000591192299703204,-0.0069719837377712
"87",187000,8.3733834858708e-07,2.54601449799639e-05,-0.00112890630796936,-0.00373058590759589
"88",188000,9.19783751075574e-06,0.00109605337258956,0.708441066378837,-0.00932995197000736
"89",189000,6.68784246407836e-07,7.72902848871869e-07,0.000187414193950288,0.00252853252749716
"90",190000,7.44749861031085e-06,1.41749564604076e-07,-6.91122519499882e-05,0.000222266790626725
"91",191000,1.03354065642832e-06,5.21856786321338e-06,0.000389610705542481,-0.00346059019259699
"92",192000,5.28055741434603e-06,9.9884411770476e-06,-0.000406941851456262,0.000960889545475435
"93",193000,1.73503471306272e-06,2.82469155292046e-08,-1.05929388489281e-05,0.000160046095597102
"94",194000,6.6802820454478e-06,2.1825228239352e-05,-0.0236631059257117,-0.00155715548690417
"95",195000,2.47521932514333e-06,2.53070971460822e-05,-0.00493047911342556,0.00805754695876182
"96",196000,7.01476094251622e-06,0.00026156547352691,-0.317223661005777,-0.00466639983221594
"97",197000,7.41954495364708e-06,0.000281857814958406,0.150301637902635,-0.0298345101745712
"98",198000,7.30373715511532e-07,2.45341524526513e-07,0.000236849497142103,-0.000694334635822321
"99",199000,1.35318237298599e-06,9.30612478580697e-06,-0.000891888361044638,-0.00350830840667061
"100",2e+05,5.14377227165598e-07,1.70517625450233e-05,-0.0122388485744061,0.00429811053260205
