"bigbird_2024-07-02_00:33:19.65873_5.23232323232323e-09_1.4_100_10_3","2024-07-02 00:34:41.290642","2","3","1330000","100","10","1e+06","2.63157894736842e-09","1.4e-06","1.4e-06","9.83519404572036e-12","5.23232323232323e-09","3.27839801524012e-12","0.3","0.033","1","BLoM","FALSE","1","LoNL","TRUE","optim","estimate","0.0108340701814928","-0.00218476873575698","0.00114111344373669","305.812781080138","-0.00216092312296222","0.00649872132810981","381","7.63257290692764e-05_0.000261121860600628_-1.80433263581874e-05","0.0106794197228242"
"Set_ID","Time","end_gen","ngen_expt","Ne","n_ind_exp","n_cages","sequence_length","r_msp","r","r_expt","mu_msp","mu","mu_neutral","shape","scale","mut_ratio","proj","LDdelta","pa","Vs","randomise","pdelta_method","bdelta_method","vA_true","vA_est","pdelta_est","pdelta_var_est","bdelta_intercept_est","bdelta_slope_est","seg_sites","bdelta_var_est","vA_left"
"bigbird_2024-07-02_00:34:49.619777_5.23232323232323e-09_1.4_1000_10_1","2024-07-02 00:37:14.569161","2","1","1330000","1000","10","1e+06","2.63157894736842e-09","1.4e-06","1.4e-06","9.83519404572036e-12","5.23232323232323e-09","3.27839801524012e-12","0.3","0.033","1","BLoM","FALSE","1","LoNL","TRUE","optim","estimate","0.0166190107924273","0.0262326472464002","-0.53885466483242","0.0823306607183549","-0.00105469103554131","-0.0104993839081469","575","2.23308371330393e-05_6.01615869168004e-05_3.31682779951845e-06","0.0166138234176136"
"Set_ID","Time","end_gen","ngen_expt","Ne","n_ind_exp","n_cages","sequence_length","r_msp","r","r_expt","mu_msp","mu","mu_neutral","shape","scale","mut_ratio","proj","LDdelta","pa","Vs","randomise","pdelta_method","bdelta_method","vA_true","vA_est","pdelta_est","pdelta_var_est","bdelta_intercept_est","bdelta_slope_est","seg_sites","bdelta_var_est","vA_left"
"bigbird_2024-07-02_00:37:19.684336_5.4040404040404e-09_1.4_1000_5_3","2024-07-02 00:39:12.078808","2","3","1330000","1000","5","1e+06","2.63157894736842e-09","1.4e-06","1.4e-06","1.01579706842865e-11","5.4040404040404e-09","3.38599022809549e-12","0.3","0.033","1","BLoM","FALSE","1","LoNL","TRUE","optim","estimate","0.0186654933526551","0.00993334136918282","-1.21502841817602","0.133225285410239","0.00151199240730489","0.00209146614316586","566","1.30113227201412e-05_3.61914718599235e-05_-1.91045024117675e-07","0.018637137085633"
"Set_ID","Time","end_gen","ngen_expt","Ne","n_ind_exp","n_cages","sequence_length","r_msp","r","r_expt","mu_msp","mu","mu_neutral","shape","scale","mut_ratio","proj","LDdelta","pa","Vs","randomise","pdelta_method","bdelta_method","vA_true","vA_est","pdelta_est","pdelta_var_est","bdelta_intercept_est","bdelta_slope_est","seg_sites","bdelta_var_est","vA_left"
"bigbird_2024-07-02_00:39:19.699535_5.57575757575758e-09_1.4_500_10_3","2024-07-02 00:40:59.467691","2","3","1330000","500","10","1e+06","2.63157894736842e-09","1.4e-06","1.4e-06","1.04807473228526e-11","5.57575757575758e-09","3.49358244095086e-12","0.3","0.033","1","BLoM","FALSE","1","LoNL","TRUE","optim","estimate","0.0317097534688341","0.0178969286326887","2","2.67754303694215","0.00249377361889331","0.00209872207431773","544","1.45299106336645e-05_3.05037530347979e-05_-2.85282989422158e-07","0.0316739437873962"
"Set_ID","Time","end_gen","ngen_expt","Ne","n_ind_exp","n_cages","sequence_length","r_msp","r","r_expt","mu_msp","mu","mu_neutral","shape","scale","mut_ratio","proj","LDdelta","pa","Vs","randomise","pdelta_method","bdelta_method","vA_true","vA_est","pdelta_est","pdelta_var_est","bdelta_intercept_est","bdelta_slope_est","seg_sites","bdelta_var_est","vA_left"
"bigbird_2024-07-02_00:41:04.633804_5.57575757575758e-09_1.4_1000_10_5","2024-07-02 00:43:21.148963","2","5","1330000","1000","10","1e+06","2.63157894736842e-09","1.4e-06","1.4e-06","1.04807473228526e-11","5.57575757575758e-09","3.49358244095086e-12","0.3","0.033","1","BLoM","FALSE","1","LoNL","TRUE","optim","estimate","0.0186335811903547","0.0236047106047404","0.0714846281723953","0.0513698170628264","-0.00562047729934336","-0.00755404187387972","555","9.50862709092031e-06_1.97589439624561e-05_4.58087316292729e-07","0.0186517400143728"
"Set_ID","Time","end_gen","ngen_expt","Ne","n_ind_exp","n_cages","sequence_length","r_msp","r","r_expt","mu_msp","mu","mu_neutral","shape","scale","mut_ratio","proj","LDdelta","pa","Vs","randomise","pdelta_method","bdelta_method","vA_true","vA_est","pdelta_est","pdelta_var_est","bdelta_intercept_est","bdelta_slope_est","seg_sites","bdelta_var_est","vA_left"
"bigbird_2024-07-02_00:43:34.67608_5.74747474747475e-09_1.4_1000_10_1","2024-07-02 00:45:15.93598","2","1","1330000","1000","10","1e+06","2.63157894736842e-09","1.4e-06","1.4e-06","1.08035239614187e-11","5.74747474747475e-09","3.60117465380623e-12","0.3","0.033","1","BLoM","FALSE","1","LoNL","TRUE","optim","estimate","0.0218854496999908","0.0307911220285629","2","1.82449994217251","0.000180624767916115","0.00682735373432925","639","2.21197695538159e-05_5.02120435532956e-05_6.76740229487897e-07","0.0218781295888987"
"Set_ID","Time","end_gen","ngen_expt","Ne","n_ind_exp","n_cages","sequence_length","r_msp","r","r_expt","mu_msp","mu","mu_neutral","shape","scale","mut_ratio","proj","LDdelta","pa","Vs","randomise","pdelta_method","bdelta_method","vA_true","vA_est","pdelta_est","pdelta_var_est","bdelta_intercept_est","bdelta_slope_est","seg_sites","bdelta_var_est","vA_left"
"bigbird_2024-07-02_00:45:19.630781_5.91919191919192e-09_0.014_1000_10_3","2024-07-02 00:46:51.666654","2","3","1330000","1000","10","1e+06","2.63157894736842e-11","1.4e-08","1.4e-08","1.11263005999848e-11","5.91919191919192e-09","3.7087668666616e-12","0.3","0.033","1","BLoM","FALSE","1","LoNL","TRUE","optim","estimate","0.020737966652695","0.0177911018918741","-0.539717251292632","0.0694534455556913","0.000322632951337946","-0.000950463457876837","610","3.06460159877528e-05_2.31258245285554e-05_-4.68250620701246e-08","0.0207157675322698"
"Set_ID","Time","end_gen","ngen_expt","Ne","n_ind_exp","n_cages","sequence_length","r_msp","r","r_expt","mu_msp","mu","mu_neutral","shape","scale","mut_ratio","proj","LDdelta","pa","Vs","randomise","pdelta_method","bdelta_method","vA_true","vA_est","pdelta_est","pdelta_var_est","bdelta_intercept_est","bdelta_slope_est","seg_sites","bdelta_var_est","vA_left"
"bigbird_2024-07-02_00:47:04.657419_5.91919191919192e-09_1.4_1000_10_1","2024-07-02 00:49:25.95672","2","1","1330000","1000","10","1e+06","2.63157894736842e-09","1.4e-06","1.4e-06","1.11263005999848e-11","5.91919191919192e-09","3.7087668666616e-12","0.3","0.033","1","BLoM","FALSE","1","LoNL","TRUE","optim","estimate","0.0143070782197264","0.0121171942066708","-0.313159164754329","0.30922901830556","0.00529336895633245","0.000748011803724735","641","2.03393420069803e-05_4.81887589116034e-05_-6.77072914857214e-07","0.0142878763548704"
"Set_ID","Time","end_gen","ngen_expt","Ne","n_ind_exp","n_cages","sequence_length","r_msp","r","r_expt","mu_msp","mu","mu_neutral","shape","scale","mut_ratio","proj","LDdelta","pa","Vs","randomise","pdelta_method","bdelta_method","vA_true","vA_est","pdelta_est","pdelta_var_est","bdelta_intercept_est","bdelta_slope_est","seg_sites","bdelta_var_est","vA_left"
"bigbird_2024-07-02_00:49:34.674114_6.09090909090909e-09_1.4_1000_5_3","2024-07-02 00:51:34.839847","2","3","1330000","1000","5","1e+06","2.63157894736842e-09","1.4e-06","1.4e-06","1.14490772385509e-11","6.09090909090909e-09","3.81635907951697e-12","0.3","0.033","1","BLoM","FALSE","1","LoNL","TRUE","optim","estimate","0.0189773137850047","0.011713651338907","-0.315998003748097","0.188113335208345","-0.00046757421913679","0.000630634697552834","622","1.2639125236148e-05_3.79165235822895e-05_-8.42253088283132e-07","0.0189812510091023"
"Set_ID","Time","end_gen","ngen_expt","Ne","n_ind_exp","n_cages","sequence_length","r_msp","r","r_expt","mu_msp","mu","mu_neutral","shape","scale","mut_ratio","proj","LDdelta","pa","Vs","randomise","pdelta_method","bdelta_method","vA_true","vA_est","pdelta_est","pdelta_var_est","bdelta_intercept_est","bdelta_slope_est","seg_sites","bdelta_var_est","vA_left"
"bigbird_2024-07-02_00:51:49.653239_6.26262626262626e-09_0.14_1000_10_3","2024-07-02 00:53:20.849798","2","3","1330000","1000","10","1e+06","2.63157894736842e-10","1.4e-07","1.4e-07","1.1771853877117e-11","6.26262626262626e-09","3.92395129237234e-12","0.3","0.033","1","BLoM","FALSE","1","LoNL","TRUE","optim","estimate","0.0272492901980137","0.0142325041033274","0.456323099844612","0.453491383868663","0.00373360814981489","0.00808691759199052","645","1.41664568027562e-05_2.90834218664838e-05_-1.83346947887082e-06","0.027215583992758"
